Approx Date,Approx Closing Price,
5/19/2016,1800,
5/22/2016,1787,
5/25/2016,1776,
5/25/2016,1768,
5/25/2016,1761,
5/26/2016,1754,
5/28/2016,1746,
5/28/2016,1738,
5/28/2016,1731,
6/2/2016,1751,
6/6/2016,1783,
6/6/2016,1776,
6/6/2016,1768,
6/6/2016,1761,
6/9/2016,1798,
6/9/2016,1792,
6/12/2016,1817,
6/12/2016,1804,
6/13/2016,1807,
6/15/2016,1798,
6/16/2016,1792,
6/21/2016,1791,
6/24/2016,1783,
6/24/2016,1776,
6/24/2016,1768,
6/24/2016,1762,
6/27/2016,1753,
7/2/2016,1760,
7/3/2016,1753,
7/3/2016,1746,
7/3/2016,1740,
7/6/2016,1731,
7/6/2016,1723,
7/6/2016,1716,
7/6/2016,1708,
7/6/2016,1701,
7/8/2016,1695,
7/12/2016,1699,
7/14/2016,1702,
7/15/2016,1693,
7/15/2016,1687,
7/18/2016,1667,
7/18/2016,1659,
7/18/2016,1652,
7/18/2016,1644,
7/18/2016,1639,
7/21/2016,1614,
7/21/2016,1607,
7/21/2016,1599,
7/24/2016,1588,
7/24/2016,1581,
7/24/2016,1573,
7/24/2016,1566,
7/24/2016,1558,
7/24/2016,1551,
7/24/2016,1543,
7/27/2016,1532,
7/29/2016,1524,
7/29/2016,1517,
7/29/2016,1510,
7/30/2016,1502,
7/30/2016,1494,
7/30/2016,1487,
7/30/2016,1479,
7/30/2016,1472,
8/2/2016,1607,
8/2/2016,1554,
8/2/2016,1547,
8/2/2016,1541,
8/4/2016,1599,
8/4/2016,1592,
8/4/2016,1584,
8/4/2016,1577,
8/4/2016,1569,
8/4/2016,1563,
8/8/2016,1545,
8/10/2016,1551,
8/15/2016,1543,
8/15/2016,1536,
8/15/2016,1528,
8/15/2016,1521,
8/18/2016,1509,
8/22/2016,1528,
8/22/2016,1521,
8/22/2016,1514,
8/27/2016,1498,
8/27/2016,1491,
8/30/2016,1476,
8/30/2016,1468,
8/30/2016,1462,
9/2/2016,1442,
9/2/2016,1434,
9/2/2016,1427,
9/2/2016,1406,
9/3/2016,1419,
9/3/2016,1413,
9/8/2016,1453,
9/8/2016,1446,
9/8/2016,1438,
9/9/2016,1459,
9/10/2016,1468,
9/11/2016,1479,
9/14/2016,1457,
9/17/2016,1449,
9/20/2016,1468,
9/20/2016,1461,
9/20/2016,1455,
9/21/2016,1477,
9/26/2016,1476,
9/29/2016,1468,
10/1/2016,1462,
10/5/2016,1464,
10/8/2016,1457,
10/8/2016,1449,
10/8/2016,1442,
10/8/2016,1434,
10/8/2016,1427,
10/8/2016,1421,
10/11/2016,1404,
10/11/2016,1397,
10/11/2016,1389,
10/11/2016,1382,
10/11/2016,1374,
10/11/2016,1367,
10/11/2016,1359,
10/11/2016,1354,
10/14/2016,1318,
10/14/2016,1311,
10/16/2016,1326,
10/17/2016,1389,
10/17/2016,1352,
10/17/2016,1344,
10/17/2016,1337,
10/19/2016,1382,
10/19/2016,1374,
10/19/2016,1367,
10/19/2016,1360,
10/23/2016,1352,
10/23/2016,1344,
10/23/2016,1339,
10/26/2016,1329,
10/26/2016,1322,
10/26/2016,1316,
10/29/2016,1303,
10/29/2016,1296,
10/29/2016,1266,
10/29/2016,1258,
10/29/2016,1252,
10/31/2016,1286,
10/31/2016,1279,
10/31/2016,1272,
11/4/2016,1322,
11/4/2016,1314,
11/4/2016,1307,
11/7/2016,1352,
11/7/2016,1344,
11/7/2016,1337,
11/9/2016,1365,
11/9/2016,1357,
11/13/2016,1344,
11/16/2016,1337,
11/16/2016,1329,
11/16/2016,1309,
11/18/2016,1320,
11/18/2016,1312,
11/20/2016,1303,
11/23/2016,1337,
11/23/2016,1329,
11/26/2016,1356,
11/27/2016,1348,
11/30/2016,1344,
12/3/2016,1354,
12/8/2016,1393,
12/8/2016,1386,
12/8/2016,1378,
12/8/2016,1371,
12/8/2016,1363,
12/8/2016,1357,
12/11/2016,1464,
12/11/2016,1457,
12/11/2016,1449,
12/11/2016,1442,
12/11/2016,1434,
12/11/2016,1427,
12/11/2016,1419,
12/11/2016,1414,
12/14/2016,1479,
12/17/2016,1558,
12/17/2016,1551,
12/17/2016,1543,
12/17/2016,1536,
12/17/2016,1528,
12/17/2016,1521,
12/17/2016,1513,
12/17/2016,1506,
12/17/2016,1498,
12/17/2016,1491,
12/17/2016,1485,
12/20/2016,1586,
12/21/2016,1597,
12/21/2016,1590,
12/22/2016,1607,
12/26/2016,1663,
12/26/2016,1642,
12/27/2016,1656,
12/27/2016,1649,
1/1/2017,1656,
1/1/2017,1650,
1/4/2017,1708,
1/4/2017,1678,
1/4/2017,1671,
1/5/2017,1701,
1/5/2017,1693,
1/5/2017,1686,
1/10/2017,1641,
1/10/2017,1633,
1/10/2017,1626,
1/10/2017,1618,
1/10/2017,1612,
1/12/2017,1661,
1/12/2017,1654,
1/12/2017,1647,
1/16/2017,1689,
1/16/2017,1667,
1/16/2017,1659,
1/18/2017,1680,
1/18/2017,1673,
1/24/2017,1668,
1/25/2017,1652,
1/27/2017,1659,
1/31/2017,1652,
1/31/2017,1646,
2/3/2017,1641,
2/3/2017,1633,
2/3/2017,1627,
2/6/2017,1648,
2/8/2017,1656,
2/12/2017,1648,
2/14/2017,1641,
2/15/2017,1633,
2/17/2017,1626,
2/18/2017,1618,
2/21/2017,1626,
2/24/2017,1618,
2/24/2017,1596,
2/26/2017,1609,
2/26/2017,1602,
3/3/2017,1596,
3/6/2017,1633,
3/6/2017,1603,
3/7/2017,1626,
3/7/2017,1618,
3/7/2017,1611,
3/12/2017,1596,
3/13/2017,1586,
3/16/2017,1581,
3/18/2017,1588,
3/21/2017,1577,
3/21/2017,1571,
3/25/2017,1558,
3/25/2017,1552,
3/31/2017,1564,
4/2/2017,1556,
4/5/2017,1541,
4/7/2017,1547,
4/8/2017,1558,
4/12/2017,1581,
4/12/2017,1575,
4/19/2017,1583,
4/23/2017,1611,
4/23/2017,1603,
4/23/2017,1596,
4/23/2017,1588,
4/23/2017,1582,
4/26/2017,1629,
4/28/2017,1636,
5/2/2017,1627,
5/4/2017,1635,
5/7/2017,1644,
5/11/2017,1652,
5/16/2017,1662,
5/20/2017,1667,
5/23/2017,1659,
5/23/2017,1652,
5/26/2017,1644,
5/26/2017,1637,
5/28/2017,1630,
6/1/2017,1626,
6/1/2017,1618,
6/6/2017,1612,
6/11/2017,1618,
6/14/2017,1611,
6/14/2017,1603,
6/14/2017,1596,
6/17/2017,1581,
6/17/2017,1573,
6/17/2017,1552,
6/18/2017,1566,
6/18/2017,1559,
6/23/2017,1554,
6/23/2017,1547,
6/23/2017,1539,
6/23/2017,1532,
6/23/2017,1519,
6/24/2017,1522,
6/26/2017,1513,
6/26/2017,1500,
6/27/2017,1504,
6/29/2017,1494,
7/2/2017,1539,
7/2/2017,1532,
7/2/2017,1524,
7/2/2017,1519,
7/3/2017,1545,
7/8/2017,1539,
7/11/2017,1384,
7/12/2017,1547,
7/14/2017,1554,
7/14/2017,1539,
7/14/2017,1534,
7/14/2017,1399,
7/14/2017,1391,
7/17/2017,1517,
7/17/2017,1509,
7/17/2017,1421,
7/17/2017,1414,
7/17/2017,1406,
7/20/2017,1502,
7/20/2017,1399,
7/20/2017,1391,
7/21/2017,1385,
7/23/2017,1509,
7/26/2017,1554,
7/26/2017,1547,
7/26/2017,1539,
7/26/2017,1532,
7/26/2017,1524,
7/26/2017,1519,
7/26/2017,1376,
7/26/2017,1369,
7/27/2017,1361,
7/28/2017,1562,
7/29/2017,1354,
7/29/2017,1346,
7/29/2017,1339,
7/29/2017,1333,
8/1/2017,1313,
8/1/2017,1305,
8/1/2017,1290,
8/2/2017,1298,
8/3/2017,1567,
8/7/2017,1554,
8/7/2017,1549,
8/7/2017,1313,
8/7/2017,1305,
8/7/2017,1298,
8/7/2017,1290,
8/7/2017,1285,
8/10/2017,1543,
8/10/2017,1537,
8/10/2017,1279,
8/13/2017,1532,
8/13/2017,1526,
8/14/2017,1286,
8/15/2017,1279,
8/16/2017,1521,
8/16/2017,1515,
8/18/2017,1268,
8/18/2017,1260,
8/18/2017,1253,
8/18/2017,1247,
8/19/2017,1502,
8/19/2017,1494,
8/21/2017,1238,
8/21/2017,1231,
8/22/2017,1483,
8/22/2017,1476,
8/22/2017,1468,
8/24/2017,1223,
8/24/2017,1216,
8/24/2017,1186,
8/24/2017,1178,
8/24/2017,1171,
8/25/2017,1461,
8/26/2017,1208,
8/26/2017,1201,
8/26/2017,1194,
8/28/2017,1491,
8/28/2017,1483,
8/28/2017,1476,
8/30/2017,1499,
8/30/2017,1219,
8/30/2017,1212,
8/31/2017,1513,
8/31/2017,1506,
9/2/2017,1193,
9/3/2017,1491,
9/3/2017,1483,
9/3/2017,1476,
9/4/2017,1201,
9/5/2017,1231,
9/5/2017,1223,
9/5/2017,1216,
9/5/2017,1208,
9/6/2017,1470,
9/8/2017,1294,
9/8/2017,1279,
9/8/2017,1272,
9/8/2017,1264,
9/8/2017,1257,
9/8/2017,1249,
9/8/2017,1244,
9/9/2017,1483,
9/9/2017,1476,
9/10/2017,1287,
9/12/2017,1506,
9/12/2017,1498,
9/12/2017,1491,
9/14/2017,1514,
9/14/2017,1270,
9/16/2017,1276,
9/17/2017,1283,
9/19/2017,1522,
9/20/2017,1536,
9/20/2017,1528,
9/20/2017,1301,
9/20/2017,1294,
9/23/2017,1369,
9/23/2017,1361,
9/23/2017,1354,
9/23/2017,1346,
9/23/2017,1339,
9/23/2017,1331,
9/23/2017,1324,
9/23/2017,1318,
9/26/2017,1529,
9/26/2017,1436,
9/26/2017,1428,
9/26/2017,1406,
9/26/2017,1399,
9/26/2017,1391,
9/26/2017,1384,
9/28/2017,1536,
9/28/2017,1419,
9/28/2017,1412,
10/1/2017,1524,
10/1/2017,1511,
10/2/2017,1518,
10/2/2017,1395,
10/2/2017,1387,
10/2/2017,1380,
10/5/2017,1354,
10/5/2017,1348,
10/7/2017,1517,
10/7/2017,1359,
10/8/2017,1507,
10/10/2017,1498,
10/10/2017,1492,
10/11/2017,1365,
10/13/2017,1483,
10/13/2017,1476,
10/13/2017,1357,
10/13/2017,1351,
10/15/2017,1345,
10/16/2017,1464,
10/17/2017,1354,
10/19/2017,1449,
10/19/2017,1442,
10/19/2017,1434,
10/19/2017,1427,
10/19/2017,1421,
10/21/2017,1337,
10/22/2017,1416,
10/22/2017,1408,
10/22/2017,1401,
10/22/2017,1393,
10/26/2017,1434,
10/26/2017,1427,
10/26/2017,1420,
10/27/2017,1339,
10/31/2017,1434,
10/31/2017,1427,
11/1/2017,1331,
11/1/2017,1326,
11/4/2017,1320,
11/4/2017,1313,
11/4/2017,1305,
11/4/2017,1300,
11/5/2017,1446,
11/5/2017,1440,
11/6/2017,1453,
11/7/2017,1335,
11/8/2017,1328,
11/9/2017,1431,
11/9/2017,1423,
11/9/2017,1416,
11/10/2017,1320,
11/12/2017,1406,
11/13/2017,1309,
11/13/2017,1301,
11/13/2017,1294,
11/13/2017,1287,
11/13/2017,1279,
11/14/2017,1273,
11/17/2017,1399,
11/18/2017,1391,
11/19/2017,1279,
11/19/2017,1272,
11/19/2017,1264,
11/19/2017,1257,
11/19/2017,1251,
11/22/2017,1232,
11/23/2017,1403,
11/23/2017,1240,
11/28/2017,1245,
11/29/2017,1408,
11/30/2017,1401,
12/1/2017,1234,
12/4/2017,1227,
12/5/2017,1391,
12/5/2017,1218,
12/8/2017,1383,
12/10/2017,1219,
12/10/2017,1212,
12/10/2017,1206,
12/12/2017,1397,
12/12/2017,1389,
12/14/2017,1197,
12/15/2017,1423,
12/15/2017,1416,
12/15/2017,1408,
12/18/2017,1397,
12/18/2017,1180,
12/20/2017,1387,
12/20/2017,1186,
12/21/2017,1197,
12/25/2017,1378,
12/25/2017,1371,
12/26/2017,1363,
12/26/2017,1356,
12/26/2017,1223,
12/26/2017,1216,
12/28/2017,1348,
12/28/2017,1341,
12/28/2017,1335,
12/29/2017,1206,
12/31/2017,1314,
12/31/2017,1307,
12/31/2017,1286,
1/1/2018,1299,
1/1/2018,1293,
1/2/2018,1201,
1/2/2018,1193,
1/5/2018,1212,
1/6/2018,1314,
1/6/2018,1307,
1/6/2018,1299,
1/6/2018,1292,
1/7/2018,1282,
1/8/2018,1204,
1/8/2018,1199,
1/11/2018,1186,
1/11/2018,1180,
1/13/2018,1287,
1/13/2018,1193,
1/15/2018,1281,
1/18/2018,1269,
1/18/2018,1262,
1/18/2018,1254,
1/18/2018,1249,
1/19/2018,1195,
1/21/2018,1236,
1/21/2018,1230,
1/24/2018,1221,
1/24/2018,1213,
1/24/2018,1191,
1/24/2018,1183,
1/24/2018,1176,
1/24/2018,1170,
1/25/2018,1206,
1/25/2018,1198,
1/25/2018,1194,
1/30/2018,1221,
1/30/2018,1213,
1/31/2018,1191,
2/2/2018,1194,
2/3/2018,1202,
2/4/2018,1188,
2/5/2018,1232,
2/5/2018,1224,
2/5/2018,1217,
2/5/2018,1209,
2/7/2018,1165,
2/8/2018,1292,
2/8/2018,1277,
2/8/2018,1269,
2/8/2018,1262,
2/8/2018,1254,
2/8/2018,1247,
2/9/2018,1284,
2/9/2018,1178,
2/9/2018,1172,
2/10/2018,1186,
2/14/2018,1273,
2/15/2018,1208,
2/15/2018,1202,
2/16/2018,1195,
2/17/2018,1281,
2/20/2018,1303,
2/20/2018,1296,
2/20/2018,1185,
2/23/2018,1367,
2/23/2018,1359,
2/23/2018,1352,
2/23/2018,1344,
2/23/2018,1337,
2/23/2018,1329,
2/23/2018,1322,
2/26/2018,1438,
2/26/2018,1431,
2/26/2018,1423,
2/26/2018,1401,
2/26/2018,1393,
2/26/2018,1386,
2/26/2018,1380,
2/26/2018,1176,
2/28/2018,1416,
2/28/2018,1408,
3/3/2018,1182,
3/4/2018,1397,
3/4/2018,1389,
3/4/2018,1382,
3/6/2018,1204,
3/6/2018,1197,
3/6/2018,1189,
3/7/2018,1356,
3/7/2018,1350,
3/9/2018,1361,
3/9/2018,1223,
3/9/2018,1216,
3/9/2018,1210,
3/10/2018,1229,
3/15/2018,1361,
3/15/2018,1354,
3/15/2018,1212,
3/16/2018,1219,
3/18/2018,1347,
3/18/2018,1234,
3/18/2018,1227,
3/19/2018,1356,
3/21/2018,1245,
3/21/2018,1240,
3/22/2018,1254,
3/24/2018,1339,
3/28/2018,1258,
3/30/2018,1339,
3/30/2018,1272,
3/30/2018,1264,
3/31/2018,1277,
4/4/2018,1329,
4/5/2018,1268,
4/5/2018,1260,
4/5/2018,1255,
4/7/2018,1314,
4/7/2018,1307,
4/7/2018,1301,
4/8/2018,1324,
4/8/2018,1242,
4/10/2018,1333,
4/11/2018,1232,
4/13/2018,1326,
4/13/2018,1320,
4/14/2018,1227,
4/14/2018,1214,
4/15/2018,1219,
4/16/2018,1311,
4/16/2018,1303,
4/16/2018,1296,
4/16/2018,1288,
4/16/2018,1281,
4/16/2018,1275,
4/20/2018,1219,
4/21/2018,1269,
4/22/2018,1281,
4/22/2018,1258,
4/22/2018,1251,
4/23/2018,1234,
4/23/2018,1227,
4/24/2018,1242,
4/25/2018,1234,
4/26/2018,1240,
4/30/2018,1247,
5/1/2018,1247,
5/4/2018,1236,
5/4/2018,1242,
5/4/2018,1234,
5/6/2018,1225,
5/7/2018,1224,
5/8/2018,1219,
5/9/2018,1219,
5/13/2018,1217,
5/13/2018,1209,
5/13/2018,1206,
5/15/2018,1219,
5/15/2018,1213,
5/17/2018,1198,
5/19/2018,1203,
5/21/2018,1206,
5/22/2018,1181,
5/22/2018,1197,
5/24/2018,1187,
5/25/2018,1198,
5/25/2018,1208,
5/25/2018,1203,
5/28/2018,1197,
5/30/2018,1224,
5/30/2018,1217,
5/31/2018,1189,
6/2/2018,1207,
6/2/2018,1182,
6/3/2018,1176,
6/6/2018,1202,
6/6/2018,1194,
6/6/2018,1167,
6/8/2018,1161,
6/9/2018,1209,
6/12/2018,1202,
6/12/2018,1156,
6/12/2018,1148,
6/15/2018,1183,
6/15/2018,1132,
6/17/2018,1192,
6/17/2018,1138,
6/21/2018,1119,
6/23/2018,1196,
6/23/2018,1127,
6/24/2018,1133,
6/26/2018,1142,
6/29/2018,1194,
6/30/2018,1152,
6/30/2018,1145,
7/3/2018,1182,
7/3/2018,1167,
7/4/2018,1173,
7/5/2018,1190,
7/9/2018,1189,
7/9/2018,1171,
7/9/2018,1163,
7/13/2018,1166,
7/13/2018,1189,
7/14/2018,1179,
7/14/2018,1173,
7/14/2018,1197,
7/15/2018,1208,
7/16/2018,1187,
7/16/2018,1215,
7/20/2018,1209,
7/20/2018,1203,
7/21/2018,1204,
7/21/2018,1197,
7/22/2018,1196,
7/22/2018,1188,
7/25/2018,1187,
7/25/2018,1180,
7/29/2018,1179,
7/31/2018,1176,
8/3/2018,1176,
8/6/2018,1183,
8/6/2018,1179,
8/9/2018,1206,
8/9/2018,1198,
8/9/2018,1191,
8/11/2018,1193,
8/12/2018,1224,
8/12/2018,1217,
8/12/2018,1211,
8/12/2018,1188,
8/13/2018,1230,
8/17/2018,1178,
8/18/2018,1213,
8/18/2018,1171,
8/20/2018,1221,
8/21/2018,1232,
8/23/2018,1171,
8/24/2018,1247,
8/24/2018,1241,
8/24/2018,1164,
8/25/2018,1255,
8/30/2018,1161,
8/31/2018,1152,
9/1/2018,1259,
9/2/2018,1269,
9/4/2018,1277,
9/5/2018,1145,
9/8/2018,1269,
9/8/2018,1262,
9/8/2018,1254,
9/8/2018,1138,
9/11/2018,1239,
9/11/2018,1129,
9/14/2018,1232,
9/15/2018,1126,
9/15/2018,1120,
9/17/2018,1217,
9/19/2018,1222,
9/20/2018,1111,
9/21/2018,1122,
9/21/2018,1102,
9/23/2018,1221,
9/26/2018,1232,
9/26/2018,1226,
9/26/2018,1113,
9/28/2018,1241,
9/29/2018,1104,
10/4/2018,1245,
10/5/2018,1105,
10/8/2018,1239,
10/8/2018,1232,
10/9/2018,1119,
10/9/2018,1111,
10/10/2018,1225,
10/11/2018,1128,
10/13/2018,1221,
10/15/2018,1163,
10/15/2018,1141,
10/17/2018,1207,
10/17/2018,1156,
10/17/2018,1149,
10/19/2018,1221,
10/19/2018,1214,
10/21/2018,1160,
10/24/2018,1152,
10/24/2018,1147,
10/25/2018,1206,
10/25/2018,1199,
10/27/2018,1192,
10/29/2018,1139,
10/30/2018,1206,
11/2/2018,1198,
11/3/2018,1144,
11/6/2018,1185,
11/6/2018,1179,
11/8/2018,1156,
11/8/2018,1150,
11/9/2018,1164,
11/11/2018,1168,
11/12/2018,1162,
11/14/2018,1175,
11/14/2018,1167,
11/15/2018,1182,
11/17/2018,1157,
11/17/2018,1149,
11/17/2018,1144,
11/17/2018,1189,
11/20/2018,1132,
11/21/2018,1185,
11/22/2018,1139,
11/23/2018,1193,
11/26/2018,1119,
11/26/2018,1219,
11/26/2018,1212,
11/26/2018,1206,
11/27/2018,1128,
11/29/2018,1134,
11/29/2018,1238,
11/29/2018,1231,
11/30/2018,1141,
12/2/2018,1257,
12/4/2018,1265,
12/5/2018,1149,
12/5/2018,1142,
12/5/2018,1283,
12/5/2018,1275,
12/8/2018,1183,
12/8/2018,1168,
12/8/2018,1162,
12/8/2018,1305,
12/8/2018,1298,
12/8/2018,1290,
12/9/2018,1311,
12/10/2018,1174,
12/14/2018,1172,
12/14/2018,1164,
12/15/2018,1300,
12/15/2018,1292,
12/17/2018,1283,
12/17/2018,1277,
12/19/2018,1198,
12/19/2018,1191,
12/20/2018,1206,
12/20/2018,1185,
12/20/2018,1300,
12/22/2018,1213,
12/24/2018,1295,
12/26/2018,1206,
12/26/2018,1198,
12/26/2018,1191,
12/26/2018,1301,
12/29/2018,1183,
12/29/2018,1313,
1/2/2019,1318,
1/3/2019,1176,
1/4/2019,1170,
1/5/2019,1310,
1/9/2019,1180,
1/9/2019,1316,
1/9/2019,1311,
1/13/2019,1179,
1/13/2019,1174,
1/14/2019,1306,
1/16/2019,1194,
1/17/2019,1315,
1/18/2019,1189,
1/21/2019,1309,
1/21/2019,1301,
1/21/2019,1294,
1/22/2019,1179,
1/24/2019,1172,
1/24/2019,1287,
1/29/2019,1172,
1/29/2019,1276,
1/30/2019,1165,
2/2/2019,1268,
2/4/2019,1261,
2/5/2019,1161,
2/7/2019,1153,
2/10/2019,1260,
2/11/2019,1146,
2/14/2019,1139,
2/16/2019,1259,
2/17/2019,1130,
2/22/2019,1127,
2/22/2019,1121,
2/22/2019,1257,
2/22/2019,1249,
2/22/2019,1244,
2/26/2019,1268,
2/27/2019,1112,
2/28/2019,1123,
2/28/2019,1102,
3/1/2019,1260,
3/1/2019,1255,
3/4/2019,1114,
3/6/2019,1248,
3/8/2019,1105,
3/10/2019,1249,
3/13/2019,1105,
3/13/2019,1260,
3/13/2019,1255,
3/17/2019,1272,
3/18/2019,1119,
3/18/2019,1112,
3/20/2019,1129,
3/22/2019,1275,
3/22/2019,1270,
3/24/2019,1146,
3/24/2019,1140,
3/25/2019,1283,
3/26/2019,1159,
3/26/2019,1152,
3/28/2019,1272,
3/28/2019,1264,
3/28/2019,1251,
3/29/2019,1257,
3/30/2019,1161,
4/2/2019,1153,
4/2/2019,1147,
4/3/2019,1264,
4/6/2019,1259,
4/7/2019,1139,
4/9/2019,1253,
4/10/2019,1246,
4/12/2019,1240,
4/13/2019,1144,
4/16/2019,1232,
4/17/2019,1161,
4/17/2019,1153,
4/21/2019,1223,
4/22/2019,1167,
4/23/2019,1176,
4/25/2019,1183,
4/26/2019,1191,
4/26/2019,1216,
5/1/2019,1186,
5/1/2019,1212,
5/2/2019,1194,
5/6/2019,1221,
5/6/2019,1213,
5/6/2019,1206,
5/6/2019,1204,
5/9/2019,1239,
5/9/2019,1232,
5/9/2019,1197,
5/9/2019,1191,
5/12/2019,1256,
5/12/2019,1178,
5/12/2019,1171,
5/13/2019,1186,
5/14/2019,1262,
5/15/2019,1281,
5/15/2019,1273,
5/17/2019,1193,
5/17/2019,1188,
5/18/2019,1314,
5/18/2019,1299,
5/18/2019,1292,
5/19/2019,1307,
5/20/2019,1182,
5/20/2019,1175,
5/22/2019,1167,
5/25/2019,1299,
5/25/2019,1292,
5/26/2019,1163,
5/26/2019,1156,
5/27/2019,1284,
5/27/2019,1279,
5/29/2019,1137,
5/29/2019,1130,
5/29/2019,1124,
5/30/2019,1301,
5/31/2019,1145,
6/3/2019,1296,
6/3/2019,1156,
6/4/2019,1171,
6/4/2019,1163,
6/4/2019,1150,
6/5/2019,1303,
6/7/2019,1141,
6/8/2019,1314,
6/11/2019,1320,
6/12/2019,1133,
6/14/2019,1309,
6/15/2019,1313,
6/16/2019,1137,
6/16/2019,1130,
6/16/2019,1124,
6/19/2019,1145,
6/24/2019,1149,
6/27/2019,1141,
7/1/2019,1139,
7/6/2019,1134,
7/7/2019,1141,
7/12/2019,1147,
7/15/2019,1139,
7/19/2019,1139,
7/22/2019,1133,
7/25/2019,1145,
7/26/2019,1137,
8/1/2019,1132,
8/6/2019,1126,
8/6/2019,1119,
8/10/2019,1110,
8/16/2019,1114,
8/21/2019,1115,
8/24/2019,1130,
8/24/2019,1124,
8/27/2019,1137,
8/30/2019,1152,
8/30/2019,1147,
9/3/2019,1169,
9/3/2019,1161,
9/3/2019,1156,
9/9/2019,1153,
9/14/2019,1160,
9/14/2019,1152,
9/15/2019,1166,
9/21/2019,1167,
9/24/2019,1163,
9/28/2019,1167,
10/1/2019,1204,
10/1/2019,1197,
10/1/2019,1189,
10/1/2019,1182,
10/6/2019,1216,
10/7/2019,1223,
10/7/2019,1210,
10/10/2019,1253,
10/10/2019,1245,
10/12/2019,1268,
10/12/2019,1261,
10/13/2019,1290,
10/13/2019,1283,
10/13/2019,1275,
10/16/2019,1309,
10/16/2019,1303,
10/18/2019,1318,
10/19/2019,1343,
10/19/2019,1335,
10/19/2019,1328,
10/22/2019,1320,
10/22/2019,1313,
10/27/2019,1298,
10/27/2019,1291,
10/28/2019,1283,
10/28/2019,1277,
10/31/2019,1309,
11/3/2019,1331,
11/3/2019,1324,
11/6/2019,1346,
11/8/2019,1340,
11/14/2019,1329,
11/15/2019,1320,
11/18/2019,1337,
11/20/2019,1344,
11/21/2019,1369,
11/21/2019,1361,
11/21/2019,1354,
11/24/2019,1395,
11/24/2019,1387,
11/27/2019,1410,
11/27/2019,1402,
11/30/2019,1496,
11/30/2019,1488,
11/30/2019,1481,
11/30/2019,1473,
11/30/2019,1466,
11/30/2019,1458,
11/30/2019,1451,
11/30/2019,1443,
11/30/2019,1436,
11/30/2019,1428,
12/1/2019,1503,
12/3/2019,1511,
12/6/2019,1552,
12/6/2019,1544,
12/6/2019,1537,
12/6/2019,1531,
12/7/2019,1595,
12/7/2019,1587,
12/7/2019,1580,
12/7/2019,1572,
12/7/2019,1565,
12/7/2019,1558,
12/8/2019,1604,
12/9/2019,1630,
12/9/2019,1623,
12/9/2019,1615,
12/12/2019,1522,
12/12/2019,1514,
12/13/2019,1507,
12/13/2019,1499,
12/13/2019,1493,
12/15/2019,1484,
12/15/2019,1477,
12/15/2019,1470,
12/15/2019,1462,
12/15/2019,1455,
12/15/2019,1447,
12/15/2019,1442,
